V161198,V161178,V161126,V161310x,V161196x,V160101,V161087
7,NA,4,White,1,1.1808,85
2,4,6,White,1,0.5979,70
7,4,5,White,1,0.8491,70
6,2,6,White,2,0.6637,85
1,NA,4,White,6,0.7852,0
4,1,7,White,1,0.8126,85
2,7,4,Black,7,0.8488,0
1,6,4,Black,4,5.6504,0
7,3,4,NA,4,0.5509,0
6,4,5,NA,4,1.0793,60
6,NA,NA,White,6,0.9424,40
3,4,2,White,7,0.9948,0
4,3,4,White,2,2.4575,70
NA,2,6,White,4,0.861,40
6,7,2,Black,5,2.123,0
4,4,3,White,7,0.8626,0
7,4,5,White,1,0.4865,69
5,2,5,White,2,0.7251,61
NA,7,6,NA,2,1.4461,50
4,NA,4,Black,4,0.4506,50
3,4,5,Black,3,1.6013,30
7,1,4,White,1,0.9012,85
2,6,2,White,7,1.52,3
2,3,4,White,7,0.75,15
4,4,4,White,1,0.7229,74
7,4,NA,White,4,0.7806,100
5,3,NA,Black,6,0.5766,41
2,5,3,White,6,1.0178,2
2,7,1,White,7,0.4566,0
6,3,4,White,4,0.6419,0
3,2,5,White,2,0.6254,60
1,7,1,NA,7,0.9306,0
4,7,4,White,4,1.055,60
NA,3,1,White,7,1.1953,15
7,1,NA,White,1,0.4689,85
3,5,2,Black,4,1.095,0
4,4,2,White,6,0.7678,0
2,4,4,Black,7,1.1335,15
7,1,7,White,1,2.1,100
6,6,4,White,7,0.5427,2
4,NA,NA,NA,7,1.2013,15
6,4,7,White,1,0.7749,73
4,4,2,White,7,0.2843,0
6,2,5,White,1,0.3637,85
7,4,6,White,1,0.8621,75
1,3,4,Black,6,1.5578,0
5,4,4,White,2,0.5783,41
5,7,4,White,2,0.9493,40
1,6,2,Black,7,0.6921,0
6,5,NA,White,1,0.3396,-99
6,5,6,White,1,0.7992,85
5,2,6,White,4,1.0588,60
6,5,4,White,4,1.0928,40
6,5,6,White,6,0.4064,0
NA,NA,3,White,7,1.8051,40
1,4,NA,NA,7,6.0624,0
2,5,3,White,7,0.3993,0
7,NA,6,White,7,1.8895,2
7,1,6,White,1,0.629,70
7,3,6,White,1,0.7438,85
7,1,7,White,1,0.8442,100
NA,5,NA,White,7,0.7605,0
2,5,2,White,7,0.8674,0
6,7,4,White,1,0.4929,0
1,6,2,Black,7,0.504,0
1,NA,NA,NA,7,2.4553,0
5,1,NA,White,1,1.1311,85
2,5,2,White,7,0.7643,2
7,1,6,NA,1,0.902,70
6,6,2,White,7,0.9217,0
4,5,2,White,7,0.8674,0
2,2,5,NA,7,1.546,85
1,7,1,Black,4,0.5239,0
4,5,1,White,7,0.7542,0
4,4,3,White,7,0.7213,1
4,2,4,White,4,0.8674,60
7,NA,1,White,2,1.5163,87
6,1,6,White,4,0.8742,85
7,1,NA,White,4,0.3933,30
NA,NA,NA,White,4,0.8757,-99
5,NA,NA,NA,5,0.8565,0
1,6,2,White,7,0.5644,0
NA,5,4,NA,7,0.6046,0
7,1,3,White,2,0.8959,30
3,6,5,White,7,1.2991,0
4,4,4,White,1,0.5654,70
6,2,6,White,2,0.3545,85
6,4,5,White,4,0.6083,30
6,5,3,White,7,0.3326,60
6,2,5,White,4,0.7272,60
6,2,NA,White,2,1.0207,85
NA,4,5,White,7,0.7986,0
6,4,3,White,7,0.4455,0
NA,NA,NA,White,4,1.7299,50
7,1,6,White,1,0.4428,100
4,4,4,White,2,0.7719,30
7,2,6,White,6,0.8001,85
NA,NA,NA,NA,NA,0.353,15
4,NA,2,Black,7,1.047,0
4,NA,4,White,4,0.6286,51
7,2,6,White,1,1.1065,100
NA,NA,6,White,7,0.4232,86
4,3,5,White,1,0.3522,72
7,3,4,White,4,0.8375,94
1,6,2,White,7,0.3132,15
7,4,5,White,6,0.998,3
6,4,4,White,1,0.861,40
7,4,NA,White,3,1.7273,90
4,4,6,White,1,0.661,100
2,6,NA,White,4,1.0716,80
7,3,7,White,1,0.6799,86
2,3,NA,White,7,0.7139,0
7,1,7,White,1,0.6012,100
7,2,6,White,1,0.998,60
7,4,3,White,7,1.0139,2
1,6,NA,NA,7,1.2555,0
6,2,6,White,5,0.8559,60
7,7,NA,Black,1,1.6524,0
NA,NA,2,White,5,0.4646,0
7,1,NA,White,1,0.8003,60
NA,NA,4,NA,7,1.1983,6
7,3,4,NA,7,1.8224,30
4,4,4,White,6,0.3465,70
5,5,4,White,4,0.8419,0
6,3,4,White,2,0.8745,60
1,NA,NA,NA,7,3.315,0
5,1,5,White,2,0.9713,90
4,NA,NA,Black,7,0.5452,42
5,5,4,NA,7,1.7972,17
4,4,3,White,2,0.6828,0
2,5,2,White,4,0.4195,0
5,3,5,NA,6,0.5117,0
3,7,3,White,7,0.7438,1
7,1,NA,White,1,1.4684,75
4,7,2,White,7,0.7142,0
1,NA,NA,NA,7,0.7174,1
4,3,2,White,7,0.4142,1
NA,7,NA,NA,7,0.7915,9
4,4,4,White,7,0.5257,0
2,6,2,White,7,0.9534,4
4,4,6,White,1,0.7153,60
7,3,NA,White,1,1.5671,90
3,6,1,White,6,0.9735,10
NA,NA,NA,NA,6,0.5947,0
NA,5,NA,NA,4,0.7844,0
7,NA,NA,White,7,0.3979,100
1,7,NA,Black,2,3.062,1
NA,NA,NA,NA,6,0.3565,70
4,NA,4,White,7,0.9126,3
3,4,2,White,7,0.7424,0
7,4,4,White,1,0.3938,100
4,5,NA,White,6,1.5954,100
1,6,NA,Black,4,0.6537,15
7,5,4,NA,2,0.86240000000000006,15
4,NA,4,White,7,1.4319,2
4,4,NA,White,1,0.8627,100
4,4,NA,Black,2,1.0218,1
5,1,5,White,1,3.676,76
2,6,4,Black,6,1.3447,40
6,3,5,White,6,0.8651,42
6,6,4,White,7,0.4203,30
NA,NA,NA,White,1,0.9848,57
3,4,2,White,3,0.5846,0
4,6,4,White,7,0.81,0
4,4,2,White,6,0.5451,0
2,6,2,White,7,0.6755,0
7,1,NA,White,7,0.4599,69
4,4,4,White,7,0.7542,17
5,2,5,White,2,0.47,15
NA,NA,NA,White,4,0.8491,100
5,NA,4,White,4,3.3743,0
NA,6,5,White,4,1.1984,68
7,5,6,White,1,0.657,70
7,4,4,White,2,0.4382,70
5,3,6,White,2,2.2246,85
4,4,5,White,1,1.3882,85
3,3,3,White,1,1.4045,85
7,5,1,White,1,1.6309,85
3,4,2,White,7,0.9699,0
4,5,4,Black,4,0.5816,30
7,1,6,White,1,0.7259,100
4,2,6,NA,2,0.7754,60
7,NA,NA,White,2,0.9799,60
5,1,6,White,3,1.463,69
7,1,6,White,1,0.2814,70
1,7,4,Black,7,0.3747,0
5,NA,NA,White,2,1.7527,70
2,3,6,White,7,0.6438,30
5,5,4,NA,1,0.7246,50
7,5,4,White,1,0.9012,71
5,5,4,White,7,1.5426,15
6,3,6,White,1,1.2454,100
6,5,4,White,7,1.5243,0
4,6,4,White,4,0.9736,30
NA,NA,6,White,4,0.7711,50
7,1,NA,NA,2,0.4857,60
7,1,NA,White,1,1.3402,90
5,1,5,White,3,0.661,0
1,5,NA,White,7,3.2147,0
4,NA,NA,Black,2,0.6405,2
7,1,6,White,1,0.9012,71
6,3,NA,White,2,1.068,75
4,4,NA,White,4,0.6637,70
5,4,4,NA,4,0.967,52
2,5,4,White,7,0.3611,0
7,NA,NA,White,1,0.4276,72
3,5,6,Black,4,1.6745,15
7,4,4,White,6,1.5861,0
NA,NA,NA,White,4,3.1006,71
NA,NA,NA,White,6,3.5763,40
NA,NA,6,White,4,0.5363,100
6,3,4,NA,1,0.6035,61
4,4,5,White,6,0.3587,85
7,2,7,White,1,0.4993,100
4,5,NA,NA,4,1.1455,60
7,6,4,White,6,0.4459,15
3,6,NA,White,7,1.2901,0
6,4,3,White,1,1.5999,65
1,4,NA,NA,7,5.7976,0
4,NA,NA,Black,4,1.1305,34
6,3,NA,White,3,1.1868,85
4,4,6,White,6,1.4489,0
NA,NA,NA,White,4,1.1376,15
6,2,6,White,2,1.2502,84
4,4,4,White,3,1.8283,81
4,4,7,White,1,0.7979,90
5,5,5,White,4,2.4777,40
NA,5,3,White,6,1.7347,0
1,7,NA,Black,3,0.955,50
1,1,6,White,1,0.3874,85
3,NA,2,White,7,0.8269,0
7,1,7,White,1,1.8872,70
7,1,NA,White,4,0.6584,86
5,2,6,White,4,0.718,60
4,4,4,White,6,1.3929,2
4,3,6,White,1,0.6799,80
2,5,2,White,7,0.8083,0
4,3,6,White,1,0.7424,95
3,NA,2,White,4,0.7986,60
4,6,1,White,7,0.2762,0
7,NA,6,White,1,0.4389,85
1,4,4,White,7,0.8112,0
1,4,NA,NA,7,0.7617,0
1,6,2,White,7,1.3575,0
4,3,NA,White,6,0.777,60
NA,NA,NA,White,3,0.9848,30
NA,2,6,White,1,0.7587,100
NA,NA,NA,White,7,0.9429,0
4,2,6,White,2,0.6438,40
2,3,6,White,1,0.9105,97
5,7,2,White,7,1.5706,2
2,6,NA,White,7,0.6083,15
1,NA,7,White,1,0.8745,100
5,NA,2,White,7,0.8426,2
5,4,3,White,7,0.8342,0
6,2,5,White,4,0.8673,0
NA,4,NA,White,4,0.824,70
NA,NA,NA,NA,7,1.7347,0
2,6,5,White,7,1.2022,0
1,7,2,White,7,0.8112,0
NA,7,NA,NA,1,1.4589,70
NA,NA,NA,NA,4,0.4247,0
NA,4,4,White,7,1.7334,0
7,1,6,White,1,1.5449,95
6,3,6,White,1,0.3743,100
NA,NA,4,White,6,0.5925,0
7,1,5,White,4,1.024,100
NA,4,4,White,1,0.8677,86
5,3,4,White,7,0.8001,0
4,3,5,White,6,0.91,0
3,5,5,White,7,0.8397,0
1,5,2,White,7,0.3599,0
7,1,7,White,2,1.024,70
6,NA,7,White,3,0.9279,100
NA,NA,NA,NA,4,1.3088,60
NA,1,6,White,4,0.8699,100
3,6,2,White,7,0.8461,0
2,7,1,White,7,0.7522,0
4,5,2,White,7,0.4441,0
6,NA,6,White,1,0.4006,100
4,4,NA,White,1,0.3938,24
2,3,3,White,7,1.308,0
7,1,NA,NA,7,0.3218,40
4,4,4,White,7,0.7557,0
4,4,3,Black,4,0.955,0
3,4,4,White,7,1.4757,30
6,2,6,White,6,0.6254,60
7,1,6,White,1,0.7643,60
7,NA,6,White,4,1.5513,70
1,7,NA,White,7,0.2921,1
4,3,4,White,2,0.6115,0
4,6,NA,Black,7,0.6585,0
7,1,7,White,1,1.7332,95
5,NA,NA,NA,4,1.5172,0
7,3,4,White,4,0.7749,72
4,3,7,White,1,0.3724,95
3,5,3,White,7,1.0115,15
7,2,6,White,1,0.7153,60
5,4,NA,White,4,0.6447,32
6,2,6,White,1,0.6013,85
6,1,7,White,2,0.7976,60
3,2,5,White,1,0.5723,87
7,4,5,NA,2,1.6441,40
5,4,4,White,4,0.4649,15
NA,NA,NA,Black,4,1.2051,1
1,7,2,NA,7,1.1838,0
5,5,4,White,7,1.9137,40
2,NA,3,NA,4,1.764,60
5,2,4,White,2,2.0849,57
4,3,NA,White,6,0.89,0
6,6,4,White,6,0.4459,0
4,3,6,White,1,0.3345,100
4,4,3,White,7,0.5783,14
6,NA,NA,White,7,1.0571,85
4,4,6,White,3,0.3888,70
2,5,2,White,7,0.4503,0
7,3,4,NA,7,0.3785,12
NA,1,NA,NA,4,0.2699,30
6,3,5,White,2,2.1979,70
7,NA,NA,NA,7,1.4175,0
2,6,4,NA,7,0.6142,0
NA,4,NA,White,4,0.2919,15
4,4,6,White,2,0.7259,40
6,2,6,White,1,0.807,86
1,6,2,White,7,0.713,16
4,7,3,White,2,0.8531,0
4,5,NA,NA,6,0.9972,40
7,5,4,White,1,2.4206,84
2,5,NA,NA,7,1.1828,5
3,5,NA,White,5,0.8377,3
4,3,4,White,4,1.3109,100
4,4,4,White,5,3.8813,86
3,4,6,Black,4,1.1923,0
6,3,NA,White,3,1.4601,40
