"","V160001","V160101","V160101f","V160101w","V160102","V160102f","V160102w","V160501","V161002","V161003","V161004","V161005","V161006","V161027","V161030","V161031","V161080x","V161082x","V161083x","V161084x","V161085x","V161086","V161087","V161088","V161089","V161090","V161091","V161092","V161093","V161094","V161095","V161096","V161112","V161114x","V161127","V161140x","V161141x","V161142x","V161158x","V161159","V161160","V161161","V161162","V161163","V161164","V161165","V161166","V161167","V161168","V161169","V161170","V161178","V161181","V161184","V161187","V161189","V161192","V161194x","V161195x","V161196x","V161197","V161198","V161201","V161204x","V161213x","V161214x","V161225x","V161226x","V161227x","V161228x","V161229x","V161231","V161232","V161233x","V161234","V161235x","V161241","V161242","V161243","V161265x","V161267","V161267x","V161268","V161270","V161275x","V161308x","V161309","V161310a","V161310b","V161310c","V161310d","V161310e","V161310f","V161310x","V161324","V161331x","V161430","V162034a","V162035","V162036a","V162045x","V162058x","V162059x","V162060x","V162061x","V162062x","V162094","V162095","V162096","V162101","V162106","V162107","V162108","V162110","V162113","V162176x","V162230x","V162231x","V162238x","V162255x","V162298","V162310","V162311","V162312","V162313","V162314","V162345","V162346","V162347","V162348","V162349","V162350","V162351","V162352","V162353","V162354","V162355","V162356","V162357","V162358","V162359","V162360","V162361","V162362","V162363","V162364","V162365","V162366","V162367"
"1006",NA,0.8527,0.914,0,0.8685,0.8571,0,1,1,3,2,2,NA,NA,1,2,NA,2,4,NA,4,70,70,NA,NA,60,NA,70,85,NA,NA,NA,1,4,NA,3,1,3,4,1,4,2,3,4,3,2,3,2,1,4,5,NA,NA,1,2,6,3,4,6,7,1,NA,1,4,4,4,2,4,3,4,1,3,1,2,1,3,1,1,1,NA,35,5,6,8,10,NA,1,1,0,0,0,0,0,5,4,3,0,NA,NA,NA,11,31,NA,NA,NA,NA,"50","50","50","60","50","60","50","70","60","4","4","5","2","6",".","60","60","60","50","60","4","5","3","4","4","4","4","4","2","2","4","4","4","4","5","4","4","5","5","4","5","4","5"
"1007",NA,0.7924,0.8515,0,0.7684,0.8974,0,1,1,1,1,1,1,NA,1,1,4,1,1,2,1,70,0,50,50,85,15,70,70,50,60,30,1,2,NA,2,3,2,1,3,3,2,3,4,5,5,5,5,1,3,5,5,4,4,1,4,3,5,6,7,2,4,2,4,4,3,1,1,3,6,1,1,4,NA,3,1,2,NA,2,NA,46,7,1,15,10,NA,2,1,0,0,0,0,0,1,1,11,0,1,1,NA,31,10,10,10,10,1,"100","40","70","50","70","70","85","70","60","1","4","1","5","10","2","70","70","70","70","70","4","4","3","2","4","3","3","2","2","3","4","3","2","2","3","4","2","2","4","1","4","1","5"
"1008",NA,0.5627,0.6041,0,0.555,0.6286,0,1,1,5,3,2,NA,NA,NA,NA,1,2,3,2,4,40,70,50,50,NA,NA,40,100,NA,50,50,2,3,3,3,3,2,4,5,5,4,4,3,2,5,3,3,1,3,4,5,6,4,3,4,3,6,4,3,1,7,3,4,5,6,4,2,3,4,2,1,4,1,1,4,1,1,3,NA,33,4,2,9,10,NA,2,1,0,0,0,0,0,1,3,4,0,NA,NA,NA,10,31,NA,NA,NA,NA,"50","50","70","50","50","70","50","85","50","4","4","4","4","5","1","50","50","50","30","50","3","5","3","3","4","5","4","4","3","3","6","3","4","4","4","4","4","4","5","3","4","4","1"
"1009",NA,1.0236,1.0895,0,1.0313,1.0461,0,1,1,1,1,1,2,NA,1,2,4,4,4,4,4,0,85,15,15,15,85,0,30,NA,0,100,1,7,NA,3,3,5,7,5,5,5,5,2,2,2,2,2,1,5,3,1,5,7,2,7,2,1,NA,1,1,4,5,4,2,7,7,6,1,1,NA,2,2,2,2,5,1,3,1,NA,73,12,1,12,50,NA,2,1,0,0,0,0,0,1,0,1,1,2,1,NA,11,11,11,11,NA,2,"70","60","50","100","50","70","50","70","30","4","1","4","4","7","2","50","50","50","15","50","4","4","4","4","4","4","4","4","2","2","4","4","5","5","5",".","4","5","5",".","5","3","5"
"1010",NA,0.8552,0.9171,0,0.8519,0.9123,0,1,1,1,1,1,1,NA,1,1,4,1,1,1,1,85,50,40,60,60,70,100,85,50,60,0,1,1,NA,2,3,2,5,3,3,2,3,2,5,5,3,5,1,2,5,5,5,2,1,6,3,7,6,7,1,4,3,2,2,2,1,2,6,6,1,1,2,1,1,1,1,2,3,NA,70,12,1,11,15,NA,2,1,0,0,0,0,0,1,0,40,0,1,2,NA,11,10,10,10,NA,1,"100","0","50","0","50","0","60","90","100","4","2","4","4","10","2","70","65","60","70","60","2","4","3","1","2","3","3","2","2","2","3","2","3","3","4","5","2","4","5",".","4",".","1"
"1011",NA,1.3769,1.4779,0,1.276,1.3921,0,1,2,2,1,1,1,NA,1,1,4,1,1,1,1,85,0,30,NA,85,50,100,85,NA,60,15,1,1,1,2,3,2,1,2,2,1,2,2,5,5,5,5,3,2,5,5,2,4,1,2,3,7,6,7,1,2,2,1,2,1,2,2,6,5,1,1,4,4,2,1,1,3,2,NA,53,8,6,16,10,NA,1,0,0,0,0,0,1,5,0,13,0,1,1,NA,1,10,NA,NA,NA,1,"85","0","85","0","85","85","85","70","85","2","4","4",".","10","2","60","100","85","85","85","3","3","2","4","5","4","4","4","3","4","4","3","2","2","4","4","2","2","5","1","5","1","2"
"1012",NA,0.5004,0.5375,0,0.4729,0.4669,0,1,2,4,1,1,1,NA,1,NA,NA,1,1,1,1,85,70,NA,70,NA,50,100,100,50,100,50,1,1,1,3,1,3,1,3,3,1,2,1,3,3,1,5,1,3,5,4,NA,4,1,4,3,6,6,7,1,4,4,2,4,4,1,1,6,1,1,1,4,4,1,3,2,NA,2,NA,37,5,6,10,80,NA,2,0,1,0,0,0,0,2,0,37,0,NA,NA,NA,1,NA,10,NA,NA,NA,"50","50","70","50","50","50","85","85","85","4","4","1","5","8","1","70","70","70","50","70","1","5","1","1","3","6","7","1","5","1","6","1","3","2","5","5","2","2","3","4","5","2","3"
"1013",NA,1.2361,1.3143,0,1.3038,1.2801,0,1,2,2,1,2,NA,NA,1,2,NA,4,4,4,4,40,100,NA,NA,50,NA,15,85,NA,40,60,1,4,2,3,1,2,2,3,4,1,4,3,1,1,1,2,1,3,5,NA,7,7,1,99,3,7,2,1,1,7,NA,1,1,4,4,4,1,1,4,3,4,4,2,4,1,1,1,NA,79,13,1,9,50,NA,2,1,0,0,0,0,0,1,0,32,NA,2,1,NA,11,11,10,10,NA,2,"100","70","70","70","70","85","50","70","15","6","4","7","5",".","2","70","60","60","30","85","2","6","4","2","1","5","3","3","3","1","3","2",".","3","4","4",".","3","5","1","4","3","5"
"1014",NA,1.0226,1.0983,0,0,0,0,1,2,2,1,1,2,NA,1,2,4,4,4,4,4,0,100,NA,NA,0,100,0,0,NA,0,100,1,7,NA,2,3,1,7,5,5,5,5,1,1,1,1,1,1,5,3,4,5,7,1,4,1,7,2,1,1,NA,4,NA,1,6,NA,1,1,1,1,NA,1,NA,2,NA,1,3,1,NA,42,6,1,11,70,NA,2,1,0,0,0,0,0,1,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"1015",NA,0.7805,0.838,0,0.7752,0.8365,0,1,1,3,3,NA,NA,NA,1,2,3,4,4,4,4,0,70,50,50,50,70,0,70,50,20,70,1,7,2,4,4,3,5,5,5,4,5,5,2,3,3,3,1,3,3,2,5,4,3,5,1,1,2,4,1,7,NA,6,4,7,4,4,6,2,1,1,2,1,3,4,2,NA,2,NA,60,10,1,9,10,NA,2,1,0,0,0,0,0,1,0,12,0,2,1,NA,1,11,11,NA,NA,2,"60","50","50","50","50","60","50","70","50","6","4","6","5","3","1","50","50","50","50","70","2","5","4","5","3","4","4","4","4","2","5","3","2","2","3","4","3","3","4","2","3","2","4"
"1016",NA,1.4051,1.5098,0,1.369,1.4416,0,1,1,4,2,1,1,NA,1,1,4,2,4,2,4,15,15,0,0,50,30,60,60,NA,60,40,1,6,1,3,3,2,2,3,3,1,3,2,5,5,1,3,2,3,4,6,3,3,1,4,3,6,5,6,1,5,3,6,5,4,2,1,5,5,1,1,4,1,2,2,2,NA,2,NA,76,13,1,10,50,NA,2,1,0,0,0,0,0,1,0,15,0,1,2,NA,11,10,NA,10,NA,1,"70","50","60","40","60","70","85","85","30","2","2","2","5","9",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"1017",NA,0.9594,1.0282,0,1.0282,0.9292,0,1,1,2,1,1,1,NA,1,1,2,1,1,1,1,100,0,NA,85,50,NA,100,100,NA,85,30,1,1,3,1,2,2,1,1,1,1,2,1,5,5,4,5,1,1,5,6,6,4,1,4,3,2,6,7,1,4,1,2,1,2,1,1,6,6,1,1,4,1,3,1,1,2,1,NA,70,12,1,9,50,NA,1,0,0,0,0,0,1,5,0,23,0,1,1,NA,11,10,10,10,NA,1,"100","70","85","50","70","70","100","85","100","6","3","1","4","8","1","100","100","100","100","100","2","2","1","2","2","3","3","2","3","3","2","2","3","3","4","4","1","4","4","3","4","1","4"
"1018",NA,0.4692,0.5043,0,0,0,0,1,2,1,1,1,2,NA,1,2,4,4,4,4,4,0,70,50,0,15,70,0,0,NA,0,70,1,7,NA,3,3,3,7,5,5,5,5,5,2,1,2,2,1,5,2,4,7,4,3,4,2,1,2,1,1,7,4,6,2,6,4,4,3,3,1,1,4,2,2,2,1,2,2,NA,66,11,1,13,50,NA,2,1,0,0,0,0,0,1,0,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"1019",NA,1.4414,1.5342,0,1.4858,1.4694,0,1,2,1,1,1,1,NA,1,NA,4,1,1,2,4,70,70,NA,NA,50,85,85,40,NA,40,40,1,2,NA,2,NA,2,5,3,3,2,4,3,3,4,3,5,2,2,3,NA,6,5,1,5,1,1,4,1,1,NA,2,7,6,6,4,1,1,2,1,2,2,1,2,2,1,3,2,NA,72,12,1,13,50,NA,2,1,0,0,0,0,0,1,0,40,0,2,1,NA,11,11,NA,11,NA,2,"85","50","40","70","60","70","85","70","30","2","1","4","5","8","2","60","60","60","30","85","1","5","2","2","4","5","2","3","4","1","4","1","2","4","4",".",".","4",".","3","4",".","5"
"1020",NA,0.9554,1.0242,0,0.9633,1.0408,0,1,2,4,3,1,5,NA,1,6,4,4,4,4,4,0,0,NA,NA,NA,NA,15,15,NA,50,50,1,2,3,4,3,4,6,4,4,4,5,3,3,3,3,3,1,5,5,NA,NA,7,1,99,3,6,5,2,1,NA,NA,6,2,6,4,1,1,5,1,2,4,1,2,4,1,1,2,NA,50,8,1,12,10,NA,2,1,0,0,0,0,0,1,0,40,0,NA,NA,NA,11,NA,11,11,NA,NA,"50","50","40","50","50","60","50","100","40","4","4","3","2","3","2","100","40","85","50","70","4","4","4","4","2","7","4","4","6","4","6","1","1","3","3","4","1","2","4","2","4","1","1"
"1021",NA,0.6358,0.6827,0,0.5646,0.6132,0,1,2,3,2,1,1,NA,1,NA,2,2,2,2,1,50,30,60,50,50,NA,60,85,50,70,70,1,1,1,2,3,2,5,1,3,1,5,3,1,5,1,3,1,1,5,7,4,3,3,3,3,4,6,7,1,5,2,4,4,4,4,1,2,6,1,1,2,1,3,2,2,NA,2,NA,34,4,6,10,10,NA,1,0,1,0,0,0,0,5,2,30,0,NA,NA,NA,11,NA,10,10,NA,NA,"100","70","60","100","100","100","100","85","70","4","4","2","1","8","2","85","100","100","70","100","4","4","4","4","4","4","4","4","4","4","4","1","1","1","3","3","1","2","4","1","2","1","1"
"1022",NA,0.6441,0.6916,0,0.6779,0.754,0,1,2,3,1,1,2,NA,1,2,4,4,4,4,4,0,60,NA,NA,60,NA,0,15,NA,0,60,1,6,NA,5,5,5,7,2,5,1,5,5,2,3,3,3,1,5,4,2,7,5,1,2,1,7,NA,1,1,6,5,7,4,7,7,1,1,1,4,3,1,3,2,4,1,2,1,NA,46,7,6,6,40,NA,2,1,0,0,0,0,0,1,0,40,NA,2,1,NA,11,11,11,11,NA,2,".","100","0","70","30","100","85","60","0","7","1","7","5","1","2","100","85","85","0","40","1","7","2","1","3","7","4","3","7","1","7","1","3","3","5","1","5","4","5","5","1","5","5"
"1023",NA,0.6438,0.6919,0,0.6364,0.6872,0,1,1,1,1,1,2,NA,1,2,2,4,4,4,4,15,85,0,0,0,0,15,40,50,30,85,1,6,NA,3,4,2,7,5,5,3,5,5,2,2,3,3,1,3,4,3,5,6,3,6,2,1,NA,2,1,NA,5,6,2,7,7,4,NA,NA,2,2,3,1,2,3,NA,NA,1,NA,68,11,1,10,50,NA,2,1,0,0,0,0,0,1,0,1,0,2,1,NA,11,11,11,11,NA,2,"50","70","30","85","50","85","50","70","0","6","1","4","5",".","1","85","85","85","0","85","2","3","2","2","1","2","1","1","2","1","4","3","4","4","5","5","3","5","5","3","4","3","1"
"1024",NA,0.7215,0.7748,0,0.6562,0.6918,0,1,2,4,2,1,1,NA,1,1,1,1,1,1,1,85,0,NA,70,70,50,100,85,50,85,40,1,1,NA,2,3,3,1,2,1,2,3,1,4,5,4,3,1,2,5,5,3,4,1,4,3,6,5,7,2,2,NA,3,6,3,4,4,6,5,1,1,4,1,1,2,1,3,2,NA,25,3,6,13,10,NA,2,0,1,0,0,0,0,2,0,1,0,1,1,NA,11,10,10,10,NA,1,"100","50","85","40","85","100","70","30","85","4","4","1","4","10","2","50","85","100","60","40","6","3","2","3","5","5","5","4","5","3","4","2","1","2","4","5","1","2","4","1","4","1","3"
"1025",NA,1.3869,1.4889,0,1.4029,1.5039,0,1,1,4,3,1,5,NA,1,2,3,4,1,1,1,0,100,50,NA,85,100,15,0,NA,0,100,1,2,NA,3,1,1,4,5,5,4,5,3,2,2,2,2,1,5,5,4,6,6,3,5,3,1,5,5,1,7,1,7,1,6,1,2,4,4,4,3,4,1,2,3,1,1,2,NA,71,12,1,9,50,NA,2,1,0,0,0,0,1,1,0,27,0,2,1,NA,11,11,11,10,NA,2,"85","40","0","100","0","100","100","100","0","7","4","4","5",".","2","85","85","30","50","100","7","7","1","1","5","7","2","1","4","1","6","1","2","3","4","4","1","4","5","2","3","2","1"
"1026",NA,2.5223,2.6842,0,2.4974,2.4903,0,1,2,2,2,1,1,NA,1,1,3,1,2,2,4,70,0,100,50,50,50,85,85,50,70,60,1,7,3,3,3,2,2,4,4,2,5,4,5,5,5,5,1,3,5,4,4,4,1,4,3,7,6,7,1,4,3,4,2,2,2,1,2,1,1,1,4,1,2,3,1,1,2,NA,37,5,2,10,10,NA,2,1,0,0,0,0,0,1,1,8,0,1,1,NA,1,10,10,NA,NA,1,"100","70","70","40","85","85","85","85","85","2","3","4","5","9","2","85","100","85","70","100","4","4","2","2","3","5","4","3","5","3","4","5","2","3","3","4","2","3","4","2","3","2","5"
"1027",NA,1.7495,1.877,0,1.6361,1.8296,0,1,1,2,1,1,1,NA,1,NA,NA,4,4,1,4,20,80,NA,NA,NA,30,20,60,NA,10,70,1,7,2,5,1,4,3,1,1,1,5,5,2,2,4,2,1,2,1,NA,2,3,3,4,3,4,6,4,1,4,NA,7,7,7,4,1,5,1,1,3,1,4,3,3,1,2,1,NA,50,8,6,9,10,NA,2,1,0,0,0,0,0,1,0,40,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"85","100",".","30","0","100","30","100","70","1","2","5","4","5","2","6","0","5","6","10","1","4","3","2","1","7","6","4","7","1","4","1","3","4","4","1","2","3","4","3","1","1","5"
"1028",NA,1.3379,1.4336,0,1.4431,1.3397,0,1,1,2,2,1,1,NA,1,3,NA,3,2,NA,3,50,30,50,60,NA,50,50,50,NA,50,50,1,4,NA,3,4,4,3,3,2,2,4,2,4,4,4,4,2,3,5,4,5,4,3,4,3,4,4,6,2,NA,4,4,4,7,4,4,4,2,2,2,3,2,3,3,1,1,3,NA,37,5,2,9,10,NA,1,1,0,0,0,0,0,5,4,37,0,3,2,NA,1,12,11,NA,NA,3,"100","50","50","50","50","60","50","70","60","4","4","4","4","6","2","50","100","50","40","40","2","2","2","2","3","3","3","3","4","2","5","2","3","3","3","4","3","4","4","2","4","3","5"
"1029",NA,0.539,0.5786,0,0.5287,0.6118,0,1,2,4,2,1,1,NA,1,1,2,1,1,2,NA,85,0,NA,NA,NA,15,85,70,NA,85,15,1,4,NA,3,3,1,2,5,2,2,3,2,5,5,5,4,3,2,5,5,NA,2,3,99,3,4,6,4,1,2,3,4,4,2,2,1,3,6,1,1,4,2,3,2,1,2,2,NA,41,6,4,9,10,NA,2,0,0,1,0,0,0,4,2,6,NA,1,1,NA,1,10,NA,NA,NA,1,"70","30","70","60","50","85","50","85","70","5","3","1","4","9","2","60","40","60","30","60","5","3","2","4","5","5","3","3","4","4","5","3","1","1","4","4","2","2","5","2","2","1","1"
"1030",NA,1.4837,1.5931,0,1.4402,1.6168,0,1,2,4,2,2,NA,NA,1,1,3,1,1,1,1,60,0,50,50,50,50,100,85,50,85,15,1,1,1,1,3,3,2,3,3,2,3,3,5,5,5,5,1,2,5,4,5,6,1,4,3,7,6,7,1,5,NA,2,4,4,1,2,6,6,1,1,4,3,2,3,1,3,1,NA,20,1,6,10,10,NA,1,0,1,0,0,0,0,5,0,1,0,NA,NA,NA,11,30,30,30,NA,NA,"85","60","100","0","100","85","100","30","100","6","4","1","1","10","2","100","100","100","50","30","4","2","1","1","7","7","5","1","1","1","4","4","1","1","1","5","1","1","5","1","1","1","4"
"1031",NA,1.1342,1.2171,0,1.0906,1.231,0,1,1,2,1,2,NA,NA,2,NA,4,NA,NA,NA,4,0,60,NA,NA,30,NA,70,40,NA,50,50,1,7,1,5,5,2,4,4,5,2,5,2,1,4,2,4,1,5,3,7,7,7,2,7,1,7,1,1,1,7,1,4,1,7,1,1,NA,NA,4,1,4,1,2,4,2,NA,3,NA,32,4,6,10,10,NA,1,0,0,1,0,0,0,5,0,5,NA,NA,NA,NA,11,31,NA,NA,NA,NA,"0","0","40","50","50","30","50","100","50","7","4","1","5","7","2","100","100","100","0","100","1","1","1","1","4","4","4","4","4","4","4","1","4","5","5","5","4","2","5","5","5","3","1"
"1032",NA,1.7667,1.8946,0,1.8005,1.8799,0,1,2,2,3,1,1,NA,1,2,4,4,3,3,4,30,40,NA,NA,50,70,15,15,NA,50,50,1,6,NA,3,3,3,6,3,5,2,5,2,3,4,2,2,1,2,5,NA,4,5,3,6,2,2,4,4,1,7,4,7,3,5,4,2,2,2,2,3,4,1,3,4,1,2,2,NA,59,9,1,14,10,NA,2,1,0,0,0,0,0,1,0,25,NA,2,1,NA,11,11,11,11,NA,2,"100","50","70","85","85","100","100","99","40","3","1","4","5",".","2","70","85","85","0","85","2","3","3","2","2","4","3","2","3","2","2","1","3","4","3","3","2","2","5","3","5","2","1"
"1033",NA,1.1257,1.1973,0,1.0759,1.0813,0,1,1,1,1,1,1,NA,1,1,4,2,3,4,1,30,0,50,70,NA,NA,60,30,NA,30,0,1,2,NA,2,3,2,3,3,5,1,5,3,5,5,5,5,5,1,5,7,1,1,1,1,4,7,6,7,4,1,1,1,7,1,1,1,6,6,1,1,4,4,3,3,2,NA,3,NA,23,2,6,13,10,NA,2,1,0,0,0,0,0,1,0,19,0,1,2,NA,11,10,10,10,NA,1,"85","0","100","0","100","30","100","0","100","7","4","1","1","10","2","100","100","100","100","0","7","1","1","1","7","2","1","1","1","7","1","1","1","1","1","5","1","1","5","1","5","1","4"
"1034",NA,0.2813,0.2994,0,0.2994,0.2725,0,1,1,2,1,1,2,NA,1,2,4,2,4,2,4,50,85,60,NA,50,85,70,40,60,40,60,1,7,2,3,3,2,5,3,5,1,5,5,1,3,2,2,2,2,5,1,5,7,1,7,3,1,6,1,1,5,5,4,2,7,7,1,6,6,1,2,4,1,2,4,2,NA,2,NA,62,10,4,13,40,NA,2,1,0,0,0,0,0,1,0,12,0,2,2,NA,11,11,11,10,NA,2,"85","70","50","60","50","50","85","85","30","1","6","4","5","9","2","85","85","70","0","85","3","4","2","2","2","5","2","1","2","2","6","1","3","3","3","4","1","4","5","2","4","1","4"
"1035",NA,0.5516,0.5925,0,0.5565,0.6523,0,1,2,4,2,1,1,NA,1,1,4,1,3,1,4,52,52,NA,NA,NA,NA,97,100,NA,52,0,1,3,1,2,2,3,1,2,3,2,3,2,3,5,3,1,2,1,2,NA,3,1,3,1,3,7,6,7,1,1,NA,7,7,7,1,7,1,1,4,3,4,4,3,3,1,3,1,NA,41,6,4,9,10,NA,2,0,1,0,0,0,0,2,0,11,NA,1,1,NA,1,10,10,NA,NA,1,"70","100","100","60","50","100","100","70","100","7","1","1","1","5",".","40","60","4","50","100","5","3","3","6","1","4","4","2","3","1","3","1","1","3","3","3",".","3","3","3","3",".","3"
"1036",NA,1.0076,1.0725,0,1.0386,1.0272,0,1,2,1,1,1,1,NA,1,1,4,1,1,1,1,40,0,NA,NA,0,30,85,70,NA,60,0,1,1,NA,3,3,2,3,1,3,1,3,3,5,5,5,5,1,3,5,7,1,1,1,1,4,7,6,7,2,1,1,1,7,1,1,1,6,6,1,1,4,4,1,3,2,NA,3,NA,74,12,1,14,50,NA,2,1,0,0,0,0,0,1,0,2,0,1,1,NA,11,10,10,10,NA,1,"50","0","100","0","50","30","50","40","100","5","4","1","1","10","1","100","100","100","100","40","4","1","1","1","4","1","1","1","2","6","1","1","1","1","2","5",".","1","5",".","5","1","5"
"1037",NA,0.3178,0.3413,0,0.3209,0.3517,0,1,2,3,2,2,NA,NA,1,2,NA,4,4,4,4,60,100,NA,50,50,60,15,30,NA,NA,NA,2,7,NA,4,NA,4,5,5,5,2,5,5,2,2,2,2,1,5,4,2,2,7,NA,7,3,7,6,6,1,7,3,6,6,6,2,2,1,1,1,2,1,1,3,4,1,3,1,NA,NA,NA,1,10,10,NA,1,1,0,0,0,0,0,5,1,32,NA,2,1,NA,1,11,NA,NA,NA,2,"50","70","60","70","70","100","100","70","70","6","4","4","1","8","2","70","70","70","60","70","4","4","4","4","4","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","3","3"
"1038",NA,0.6381,0.6857,0,0.5994,0.72,0,1,1,1,1,1,2,NA,1,2,2,4,4,4,4,0,85,NA,50,60,70,0,50,50,0,70,1,7,NA,3,2,3,7,5,5,4,5,4,2,3,3,2,1,4,4,2,7,7,3,6,3,4,4,2,1,7,4,7,2,6,4,4,1,2,2,2,2,1,2,4,1,3,2,NA,40,6,1,14,10,NA,2,1,0,0,0,0,0,1,1,6,0,2,1,NA,11,11,11,11,NA,2,"100","50","15","85","30","85","50","100","0","2","4","7","5","5","1","50","60","15","40","70","3","5","2","2","3","6","5","1","6","2","5","2","3","3","4","2","4","3","3","2","2","4","."
"1039",NA,0.8997,0.9575,0,0.868,0.8676,0,1,2,3,1,1,1,NA,1,1,3,2,1,1,4,70,0,NA,60,40,15,85,60,NA,70,70,1,6,NA,2,2,2,3,3,4,1,4,3,5,5,5,5,2,1,5,4,5,4,1,6,3,7,5,7,2,4,5,6,2,1,5,1,6,5,1,1,4,1,2,4,2,NA,2,NA,NA,NA,6,12,10,NA,2,1,0,0,0,0,0,1,0,4,NA,1,2,NA,11,10,11,11,NA,1,"100","100","50","100","100","100","50","100","100","2","4","4","5","7","2","100","100","100","70","100","4","4","4","4","4","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","3","3"
"1040",NA,0.6189,0.665,0,0.6012,0.6382,0,1,2,2,1,1,2,2,NA,NA,4,4,4,4,4,0,60,50,50,50,70,0,15,NA,15,70,1,7,NA,5,3,4,7,5,5,3,5,4,2,2,3,1,1,5,5,2,6,6,3,6,1,1,2,4,1,NA,NA,4,2,6,4,1,2,3,2,2,2,1,2,4,1,3,1,NA,30,4,1,15,10,NA,2,1,0,0,0,0,0,1,1,29,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"60","100","15","85","50","100","70","100","15","3","1","4","5","5","2","50","50","50","0","85","5","5","2","2","3","5","2","1","5","2","5","1","4","4","5","4","3","4","5","3","3","4","1"
"1041",NA,1.6386,1.7559,0,1.5772,1.6622,0,1,1,3,2,2,NA,3,NA,NA,NA,2,2,1,3,30,15,60,50,NA,NA,50,50,NA,30,40,1,6,NA,3,3,2,6,4,5,2,5,3,4,5,5,5,2,3,5,4,2,2,3,5,3,6,5,6,3,4,2,6,5,4,2,2,1,4,1,1,4,2,3,2,2,NA,3,NA,31,4,6,13,10,NA,2,1,0,0,0,0,0,1,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,3,"50","40","60","60","50","50","50","70","50","3","4","4","4","9","2","50","50","40","40","60","3","5","2","2","2","4","3","2","3","2","6","2","3","3","4","5","3","4","4","1","5","2","5"
"1042",NA,0.3588,0.3853,0,0.3316,0.346,0,1,1,1,1,1,2,NA,1,NA,4,4,3,4,4,5,30,65,50,15,30,40,40,NA,25,40,1,5,2,3,3,3,5,5,5,2,5,5,4,5,5,5,4,2,5,2,4,5,1,6,3,3,5,5,1,5,2,7,4,7,2,2,6,5,1,1,4,1,2,2,2,NA,3,NA,34,4,6,13,10,NA,2,1,0,0,0,0,0,1,0,30,0,NA,NA,NA,11,NA,11,11,NA,NA,"90","0","50","70","50","50","50","75","30","2","4","4","5","9","2","50","50","50","20","50","3","6","3","2","4","5","3","3","5","5","5","3","4","4","4","4","3","4","5","3","5","2","2"
"1043",NA,0.3305,0.355,0,0.3746,0.3692,0,1,1,3,1,1,1,NA,1,2,1,4,4,1,2,40,70,NA,60,NA,NA,60,50,NA,70,85,1,2,1,1,2,3,6,4,2,4,3,3,2,3,2,2,2,3,3,4,7,5,1,5,2,6,6,1,1,4,3,6,1,7,4,1,NA,6,4,3,2,1,2,5,1,3,1,NA,58,9,4,9,10,NA,1,0,0,0,0,0,1,5,0,31,NA,2,1,NA,1,11,10,NA,NA,2,".","100","85","70","0","100","100","100","85","4","1","1","1",".","1","50","50","50","50","50","3","3","3","3","3","5","3","4","5","2","7","1","3","3","4","4","2","2",".","4","4",".","2"
"1044",NA,0.6769,0.7276,0,0.6549,0.6958,0,1,2,2,1,1,1,NA,1,1,4,1,1,1,1,85,0,60,50,85,15,100,70,NA,85,15,1,1,NA,2,3,2,1,1,1,1,2,1,5,5,5,5,3,1,5,5,3,2,1,2,3,4,5,7,1,3,2,2,6,2,2,2,6,6,1,1,4,4,3,3,2,NA,3,NA,68,11,6,14,50,NA,2,1,0,0,0,0,0,1,0,25,0,1,1,NA,11,10,10,10,NA,1,"70","40","85","40","50","50","50","85","100","2","4","2","4","10","2","85","85","85","40","85","4","4","4","2","4","4","4","4","4","4","4","4","1","2","4","4","2","3","4","1","4","1","5"
"1045",NA,1.5898,1.7085,0,1.5531,1.7342,0,1,1,3,2,1,2,NA,1,2,NA,4,2,3,4,15,60,15,50,NA,75,40,15,50,40,70,1,6,NA,3,3,3,6,3,5,3,5,3,4,2,3,3,1,3,4,4,5,6,1,6,3,4,4,4,1,5,NA,6,4,4,4,2,1,1,1,2,2,2,2,3,1,1,1,NA,32,4,1,10,10,NA,2,1,0,0,0,0,0,1,1,32,0,2,2,NA,11,11,11,11,NA,2,"60","50","50","60","50","50","50","50","40","6","4","6","5","7","1","50","50","50","15","50","3","5","2","2","2","5","3","2","5","2","5","2","4","4","4","4","4","4","4","4","4","4","1"
