"","V160001","V160101","V160101f","V160101w","V160102","V160102f","V160102w","V160501","V161002","V161003","V161004","V161005","V161006","V161027","V161030","V161031","V161080x","V161082x","V161083x","V161084x","V161085x","V161086","V161087","V161088","V161089","V161090","V161091","V161092","V161093","V161094","V161095","V161096","V161112","V161114x","V161127","V161140x","V161141x","V161142x","V161158x","V161159","V161160","V161161","V161162","V161163","V161164","V161165","V161166","V161167","V161168","V161169","V161170","V161178","V161181","V161184","V161187","V161189","V161192","V161194x","V161195x","V161196x","V161197","V161198","V161201","V161204x","V161213x","V161214x","V161225x","V161226x","V161227x","V161228x","V161229x","V161231","V161232","V161233x","V161234","V161235x","V161241","V161242","V161243","V161265x","V161267","V161267x","V161268","V161270","V161275x","V161308x","V161309","V161310a","V161310b","V161310c","V161310d","V161310e","V161310f","V161310x","V161324","V161331x","V161430","V162034a","V162035","V162036a","V162045x","V162058x","V162059x","V162060x","V162061x","V162062x","V162094","V162095","V162096","V162101","V162106","V162107","V162108","V162110","V162113","V162176x","V162230x","V162231x","V162238x","V162255x","V162298","V162310","V162311","V162312","V162313","V162314","V162345","V162346","V162347","V162348","V162349","V162350","V162351","V162352","V162353","V162354","V162355","V162356","V162357","V162358","V162359","V162360","V162361","V162362","V162363","V162364","V162365","V162366","V162367"
"2930",NA,0.4764,0,0.4609,0,0,0,2,NA,3,1,1,2,NA,1,2,3,4,4,4,4,0,85,75,NA,NA,70,0,0,NA,5,90,1,4,NA,5,3,4,7,5,5,3,5,4,1,1,1,2,1,4,2,1,5,7,3,6,2,4,4,1,1,7,2,6,7,4,3,1,1,1,3,3,2,1,2,5,1,3,1,NA,23,2,6,10,80,NA,2,1,0,0,0,0,0,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"2931",NA,2.7101,0,2.6471,2.6045,0,2.5015,2,NA,4,2,2,NA,NA,NA,NA,3,2,2,4,4,51,50,30,41,42,19,54,72,41,40,36,1,6,1,4,4,2,7,2,5,2,4,4,3,2,3,3,3,4,4,5,4,4,3,4,2,4,6,4,3,5,4,4,6,4,1,1,5,5,1,1,4,1,2,5,1,3,1,NA,28,3,6,9,10,NA,2,0,1,0,0,0,0,2,3,4,0,NA,NA,NA,0,31,NA,NA,NA,NA,"50","10","50","55","50","100","50","40","85","4","3","5","4","8","2","100","100","100","100","100","1","3","1","3","4","4","3","4","4","1","4","4","3","3","3","3","3","3","3","3","3","4","3"
"2932",NA,1.3185,0,1.2883,0,0,0,2,NA,2,2,1,2,NA,1,2,4,4,4,4,4,50,100,NA,NA,40,100,30,40,NA,40,85,2,7,2,4,3,4,7,5,5,3,5,5,1,1,2,1,1,4,2,4,4,5,2,4,NA,4,NA,1,2,NA,NA,NA,2,4,NA,4,NA,1,NA,3,NA,NA,NA,4,1,2,1,NA,88,13,1,8,50,NA,2,1,0,0,0,0,0,1,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"2933",NA,0.9864,0,0.955,0,0,0,2,NA,3,2,1,NA,NA,1,7,2,1,1,1,1,50,50,50,50,50,50,100,85,50,50,100,1,4,2,3,2,3,7,3,3,3,3,3,1,3,3,3,1,1,5,NA,NA,NA,1,4,4,5,5,7,1,NA,NA,1,2,4,2,1,6,6,1,1,4,1,3,2,1,3,2,NA,42,6,1,15,10,NA,2,1,0,0,0,0,0,1,2,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"2934",NA,1.1378,0,1.1113,1.151,0,1.1256,2,NA,2,1,2,NA,NA,1,2,4,4,4,4,3,30,70,60,50,50,70,40,50,60,15,85,1,4,3,5,3,3,4,5,4,3,5,4,1,2,2,2,1,4,3,2,6,4,3,4,1,3,3,1,2,6,3,4,4,6,7,4,1,2,2,3,2,1,2,5,1,2,1,NA,61,10,1,9,60,NA,2,1,0,0,0,0,0,1,0,28,0,2,1,NA,11,11,11,10,NA,2,"85","70","50","70","50","100","100","85","40","4","4","2","4","3","2","70","70","85","30","85","4","4","3","5","3","6","5","6","5","2","6","1","3","3","3","4","3","2","1","2","3","3","4"
"2935",NA,1.1764,0,1.1496,1.1118,0,1.1156,2,NA,1,1,1,1,NA,1,1,4,1,1,1,1,85,1,50,51,51,51,100,100,50,100,17,1,1,3,2,3,1,1,1,1,1,1,1,5,5,5,5,5,1,5,5,4,1,1,2,3,7,6,7,1,1,1,7,4,4,1,1,6,6,1,1,1,3,3,2,1,3,2,NA,31,4,6,10,10,NA,2,0,1,1,0,0,0,6,0,1,0,1,1,NA,1,10,NA,NA,NA,1,"100","19","100","16","70","100","100","40","100","4","2","1","1","10","1","100","100","100","100","100","5","3","3","4","5","5","3","2","5","5","4","3","5","5","3","2","5","5","2","5","1","5","1"
"2936",NA,3.4773,0,3.3969,3.7643,0,3.7131,2,NA,1,1,1,2,NA,1,2,3,4,4,4,4,0,100,NA,NA,NA,NA,0,50,NA,0,85,1,4,2,4,1,4,7,5,5,2,5,3,1,1,1,1,1,5,3,NA,NA,NA,3,99,3,4,2,1,1,7,NA,6,4,7,4,1,1,1,4,3,3,3,2,5,1,3,2,NA,22,2,1,8,70,NA,2,1,0,0,0,0,0,1,1,5,NA,2,1,NA,11,11,NA,NA,NA,2,"50","50","0","100","15","100","50","92","0","4","6","7","4","1","2","0",".",".","0","100","1","7","1","1","1","7","1","1","7","1","7","1",".",".",".",".",".",".",".",".",".",".","3"
"2937",NA,0.8395,0,0.8205,0.7833,0,0.7708,2,NA,2,1,1,1,NA,1,1,3,2,1,1,3,85,0,40,19,60,0,90,99,30,89,0,1,1,NA,2,2,1,7,1,2,1,4,5,5,5,5,5,1,1,5,6,2,2,1,4,3,4,6,7,2,2,2,4,7,1,1,1,6,6,1,1,4,3,3,2,2,NA,3,NA,27,3,6,13,10,NA,2,1,0,0,0,0,0,1,0,1,NA,1,1,NA,11,10,10,10,NA,1,"99","0","57","0","86","0","100","41","96","1","4","1","4","10","2","94","86","100","73","79","4","1","1","1","5","4","3","1","4","5","5","1","5","5","2","1","5","5","1","5","1","5","5"
"2938",NA,1.6423,0,1.59,1.6654,0,1.619,2,NA,4,1,2,NA,NA,1,2,4,4,4,4,4,2,71,NA,NA,52,52,14,1,NA,16,61,1,4,NA,3,3,3,6,2,5,2,5,2,1,1,1,1,1,5,3,3,5,5,3,7,3,1,4,1,1,5,4,7,2,7,NA,1,1,1,4,3,2,1,2,2,1,3,1,NA,32,4,1,10,10,NA,2,1,0,0,0,0,0,1,1,25,0,2,1,NA,11,11,NA,10,NA,2,"98","99","51","99","16","98","97","99","2","4","1","4","5","2","1","85","84","50","17","86","1","1","1","1","1","4","2","1","5","1","7","1","2","2","1","1","3","1","1","4","3","3","5"
"2939",NA,0.5427,0,0.5307,0.5459,0,0.5366,2,NA,3,2,1,1,NA,1,3,3,2,1,1,4,30,40,50,NA,NA,15,77,70,NA,60,40,1,7,2,2,5,1,5,4,5,3,5,5,4,5,5,5,1,2,5,5,7,6,1,6,3,7,6,7,1,6,2,6,1,6,4,1,5,5,1,1,4,1,2,2,2,NA,3,NA,45,7,4,10,10,NA,2,1,0,0,1,0,0,6,0,7,0,2,2,NA,11,11,11,11,NA,2,"100","50","40","70","40","60","60","100","30","5","4","3","5","3","2","85","70","70","40","70","2","5","2","1","1","5","2","1","4","2","5","2","3","3","2","1","4","2","1","3","2","4","4"
"2940",NA,0.3679,0,0.3587,0.3711,0,0.358,2,NA,4,1,2,NA,NA,1,2,4,4,4,4,1,2,70,52,51,52,50,42,0,51,41,61,1,4,3,5,5,5,4,3,5,1,5,4,1,1,2,3,1,4,4,5,5,NA,1,3,1,1,1,2,1,6,NA,4,4,7,1,3,6,1,1,2,4,1,2,5,1,2,2,NA,47,7,6,10,10,NA,2,1,0,0,0,0,0,1,1,27,0,2,1,NA,11,11,NA,NA,NA,2,"49","50","32","71","3","71","72","86","50","2","6","6","2","8","1","0","70","15","0","85","3","6","1","6","6","7","6","5","7","1","7","3","5","5",".","3","5","5","1","5","5","5","3"
"2941",NA,0.689,0,0.6719,0.8171,0,0.8496,2,NA,1,1,1,2,NA,1,2,4,4,4,4,4,40,100,70,50,0,40,0,85,50,85,50,1,7,3,5,5,4,4,4,4,3,3,2,2,2,2,3,1,NA,3,NA,5,5,3,5,1,1,1,1,1,7,7,7,7,7,NA,7,1,NA,4,NA,2,1,2,3,1,3,1,NA,NA,NA,4,9,10,NA,1,1,0,0,0,0,0,5,0,35,NA,2,1,NA,11,11,NA,NA,NA,2,"53","60","49","51","50","100","50","100","58","7","6","5","5","1",".",".","50","50",".","50","1","4","4","4","1","5","4","4","6","1","6","1","2","2","2","2","2","2","2","2","2","2","5"
"2942",NA,2.0377,0,1.991,1.8762,0,1.817,2,NA,2,2,2,NA,NA,1,2,3,3,4,4,4,0,70,NA,60,NA,50,30,15,NA,50,50,1,6,1,4,3,3,4,4,5,3,5,5,2,3,1,4,1,4,4,5,1,NA,3,3,3,6,5,4,1,2,2,7,7,2,4,1,6,5,3,1,4,3,2,4,1,3,2,NA,24,2,6,13,40,NA,2,0,0,0,1,0,0,3,0,17,NA,2,1,NA,11,11,12,11,NA,2,"40","30","10","45","80","70","5","40","10","7","3","7","5","6","2","50","60","70","10","40","3","5","5","1","6","5","5","1","2","4","2","1","4","3","4","1","3","2","1","4","3","2","2"
"2943",NA,1.3313,0,1.2975,1.2665,0,1.2628,2,NA,4,2,2,NA,NA,NA,NA,2,1,3,4,4,33,22,70,54,52,51,73,62,53,88,84,2,7,3,5,5,2,3,3,4,2,4,3,2,4,3,4,1,2,5,6,4,7,3,5,2,2,5,4,2,7,6,2,1,4,1,3,6,5,1,1,3,2,2,4,1,1,2,NA,20,1,6,10,10,NA,1,1,0,0,0,0,0,5,0,10,NA,NA,NA,NA,10,32,NA,NA,NA,NA,"69","65","73","52","77","61","69","81","95","4","3","1","5","8","2","86","65","67","39","70","5","5","5","5","4","4","4","4","4","4","4","4","4","4","3","3","4","4","4","5","3","4","4"
"2944",NA,2.0056,0,1.9405,1.8914,0,1.8479,2,NA,3,2,1,1,1,NA,NA,4,4,4,4,4,26,0,25,41,35,42,61,40,16,81,4,1,5,NA,3,3,5,1,5,5,5,5,5,5,5,5,5,5,3,3,5,5,4,1,3,3,6,2,6,3,1,3,6,4,4,6,6,5,5,1,2,3,3,2,4,2,NA,2,NA,26,3,6,11,80,NA,2,1,0,0,0,0,0,1,3,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"67","18","59","38","8","69","13","87","27","7","7","2","1","1","2","80","85","69","52","61","5","4","3","6","3","7","7","6","7","7","2","2","4","4","4","1","4","4","4","4","4","4","1"
"2945",NA,0.7883,0,0.7704,0.7537,0,0.7279,2,NA,2,1,1,1,NA,1,1,4,1,1,1,1,85,0,0,0,70,0,100,70,NA,100,0,1,1,3,1,2,1,7,1,2,1,3,3,5,5,5,5,1,2,5,4,NA,4,1,4,3,2,5,6,1,3,4,4,2,4,2,2,6,5,1,1,4,1,1,1,2,NA,3,NA,74,12,3,10,50,NA,2,0,1,0,0,0,0,2,0,40,0,1,1,NA,31,10,10,10,10,1,"60","0","85","0","50","0","50","40","60","4","4","1",".","8","2","70","85","85","70","85","4","4","4","3","4","4","4","4","4","4","4","4","5","4","3","2","4","4","1","5","3","4","3"
"2946",NA,0.4939,0,0.4829,0.478,0,0.4652,2,NA,4,1,1,1,NA,1,1,2,2,2,2,3,70,30,NA,50,61,60,70,50,50,50,60,1,4,2,4,3,3,6,2,3,1,4,1,3,4,4,4,1,1,5,NA,4,4,1,99,3,4,5,4,2,NA,3,4,4,NA,1,2,4,5,NA,NA,2,NA,2,NA,1,1,NA,NA,78,13,4,14,50,NA,2,1,0,0,0,0,0,1,0,10,NA,1,2,NA,11,10,11,10,NA,1,"98","51","65","65","62","81","61","96","61","4","2","1","5",".","2","57","57","48","50","80","4","4","3","3","2","4","3","3","4","2",".","1","3","2","2","2","3","2","3","3","2","3","4"
"2947",NA,1.8138,0,1.7544,1.9131,0,1.9,2,NA,2,2,1,1,NA,1,2,4,4,3,4,4,30,70,50,NA,NA,NA,30,15,NA,50,NA,1,4,NA,4,5,3,4,5,5,4,5,4,2,3,3,2,1,4,3,2,6,4,3,7,3,7,5,1,1,4,4,7,7,6,4,2,5,1,1,1,3,2,2,5,1,2,2,NA,76,13,1,9,70,NA,2,1,0,0,0,0,0,1,0,32,NA,2,2,NA,11,11,10,10,NA,2,"85","100","85","85","40","100","100","100","50","4","4","4","5","8","2","85","85","85","50","85","3","3","2","2","2","2","2","2","2","2","2","2","2","2","2","1","3","2","1","2","1","3","4"
"2948",NA,0.7805,0,0.7592,0.6861,0,0.6723,2,NA,1,1,1,1,NA,1,1,4,2,1,4,1,60,40,50,50,60,70,85,85,NA,40,30,1,2,NA,3,3,3,6,3,2,2,4,4,3,3,5,5,1,3,5,4,4,4,1,3,3,2,5,7,2,5,2,6,6,4,1,4,2,5,1,1,4,1,3,1,2,NA,3,NA,66,11,6,13,50,NA,2,0,1,0,0,0,0,2,0,40,0,2,2,NA,11,11,10,10,NA,2,"70","30","30","60","70","40","85","60","40","4","2","5","4","10","1","100","100","100","40","100","2","5","4","2","2","3","3","2","3","3","3","3","3","3","2","1","3","3","1","3","1","5","4"
"2949",NA,1.0139,0,0.9813,1.0338,0,1.0122,2,NA,2,1,1,2,NA,1,2,4,4,4,4,4,1,61,50,50,16,85,10,10,50,22,61,1,7,NA,3,3,3,7,5,5,3,5,4,2,3,3,3,2,5,4,1,6,6,3,5,3,4,5,1,2,4,5,6,4,6,5,6,1,4,2,2,2,1,2,4,1,3,2,NA,52,8,1,13,10,NA,2,1,0,0,0,0,0,1,0,9,NA,2,1,NA,11,11,NA,NA,NA,2,"51","86","60","85","50","99","71","85","41","2","4","4","5","6","2","60","60","61","40","85","2","2","2","2","2","2","2","2","5","2","5","2","2","2","2","2","3","2","2","4","3","3","5"
"2950",NA,1.2106,0,1.1818,1.432,0,1.4414,2,NA,4,2,2,NA,NA,NA,NA,4,4,4,4,4,0,100,0,0,0,100,0,0,0,0,70,1,7,3,5,5,5,1,5,5,5,5,5,1,1,1,1,1,4,4,4,4,4,1,4,1,7,6,1,3,4,4,7,7,7,2,1,6,6,1,1,4,1,2,5,2,NA,3,NA,78,13,1,6,50,NA,2,1,0,0,0,0,0,1,0,38,NA,NA,NA,NA,10,31,30,31,NA,NA,"100","50","50","50","0","50","100","100","0","1","1","7","5","1","1","50","50","40","50","100","3","4","4","4","5","5","3","4","4","4","3","5","1","1","1","1","1","1","1","1","1","1","3"
"2951",NA,0.831,0,0.8028,0.8791,0,0.8752,2,NA,4,2,1,1,NA,1,1,4,3,4,3,1,70,0,50,50,60,50,85,40,50,100,0,1,1,NA,2,3,2,1,2,2,1,4,3,4,5,5,5,1,3,5,5,2,1,1,3,3,4,4,1,1,6,1,7,4,4,3,4,1,5,1,2,3,1,2,1,1,3,2,NA,67,11,1,14,50,NA,2,1,0,0,0,0,0,1,0,13,NA,1,1,NA,31,10,10,10,10,1,"71","40","40","41","30","100","51","70","50","4","4","1","5","10","2","50","50","50","16","51","4","5","4","1","4","5","4","3","5","1","5","2","3","3","3","2","4","4","1","5","2","5","5"
"2952",NA,1.1925,0,1.1634,1.2154,0,1.1928,2,NA,2,1,2,NA,2,NA,NA,3,4,4,4,4,0,71,2,2,1,99,2,1,2,1,16,1,2,NA,5,4,5,6,5,5,4,5,4,2,2,3,2,1,5,4,5,5,5,1,2,3,2,5,1,1,7,1,6,1,7,6,2,2,1,1,3,4,4,2,5,1,2,1,NA,63,10,1,11,10,NA,2,1,0,0,0,0,0,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"100","15","31","85","2","99","51","99","16","4","2","4","5","3","2","50","71","51","31","71","5","6","3","4","3","6","3","3","6","2","6","1","3","3","3","1","4","2","1","4","2","4","5"
"2953",NA,0.4389,0,0.4291,0.431,0,0.4156,2,NA,2,1,2,NA,NA,1,2,2,4,4,3,4,40,70,NA,NA,NA,NA,30,0,1,50,85,1,6,3,3,2,2,1,4,2,3,4,3,1,2,3,2,1,3,4,4,NA,NA,1,99,2,1,2,2,1,6,1,6,2,4,2,2,5,5,1,1,4,1,3,2,1,2,2,NA,71,12,4,13,50,NA,2,1,0,1,1,0,0,6,0,6,NA,NA,NA,NA,11,31,NA,NA,NA,NA,"70","50","85","70","70","100","85","85","100","4","4","2","5","7","2","100","100","100","0","100","3","5","5","2","2","5","4","2","1","2","4","2","4","3","2","2","4","3","2","4","1","4","5"
"2954",NA,0.8701,0,0.8505,0.9124,0,0.9229,2,NA,3,2,2,NA,NA,1,1,1,1,1,1,4,85,0,NA,NA,NA,NA,85,85,NA,85,85,1,6,3,3,2,3,4,3,3,1,4,3,5,4,5,5,1,2,5,6,6,NA,3,99,3,2,5,6,2,NA,NA,4,1,4,4,6,6,5,1,1,4,1,1,2,2,NA,1,NA,35,5,6,5,10,NA,1,0,0,0,0,0,1,5,1,10,NA,NA,NA,NA,11,30,NA,NA,NA,NA,"100","70","0","60","60","70","85","85","85","4","4","6","1","10","2","70","85","60","60","50","5","7","5","4","5","7","4","4","3","3","4","4","2","3","3","1","2","3","1","4","2","4","4"
"2955",NA,0.6697,0,0.6547,0,0,0,2,NA,3,1,1,1,1,NA,NA,4,4,4,3,4,40,30,NA,50,40,50,15,50,NA,50,40,1,6,1,3,3,2,4,2,3,2,5,3,4,5,4,4,2,4,5,6,4,NA,1,99,3,2,2,4,1,NA,NA,2,6,4,2,1,6,6,1,1,2,1,2,2,1,3,2,NA,75,13,1,10,50,NA,2,1,0,0,0,0,0,1,0,40,0,NA,NA,NA,NA,NA,NA,NA,NA,1,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"2956",NA,0.6756,0,0.66,0.6699,0,0.6456,2,NA,2,1,1,2,NA,1,2,4,4,4,4,4,3,85,NA,NA,NA,52,1,1,NA,1,98,1,7,NA,4,3,3,7,5,5,5,5,5,2,2,3,2,2,2,3,2,7,NA,3,6,2,1,5,1,1,7,NA,7,1,7,4,1,1,1,1,2,3,1,2,5,1,2,2,NA,68,11,4,9,15,NA,2,1,0,0,0,0,0,1,0,1,NA,2,1,NA,1,11,11,NA,NA,2,"70","60","51","70","0","94","87","98","0","1","1","2","5","2","2","2","71","67","0","67","2","7","2","4","2","7","3","7","7","2","7","2","4","4","3","2","3","4","1","4","3","4","4"
"2957",NA,0.9178,0,0.8962,1.1083,0,1.1247,2,NA,4,1,1,1,NA,1,1,1,1,1,1,1,85,0,NA,50,NA,50,85,85,NA,85,40,1,1,3,3,3,3,4,2,3,2,3,3,2,4,5,4,1,2,5,5,4,4,1,4,4,7,6,7,2,4,1,1,7,4,4,1,6,6,1,1,1,4,1,3,1,3,2,NA,66,11,1,9,50,NA,1,1,0,0,0,0,0,5,0,3,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,"100","50","50","50","50","85","50","85","50","1","1","1","5","9","2","50","85","70","85","85","1","1","1","1","1","3","1","3","3","1","4","4","4","2","3","2","1","2","1","3","2","1","3"
"2958",NA,1.4292,0,1.3957,1.3021,0,1.268,2,NA,4,2,2,NA,NA,1,1,3,1,1,1,1,100,0,50,50,85,0,100,85,50,100,0,1,7,3,1,1,1,1,1,1,1,1,1,5,5,5,5,5,1,5,NA,7,2,2,1,4,5,4,7,2,1,1,4,6,4,1,1,6,2,2,3,3,4,3,1,1,3,1,NA,19,1,6,8,40,NA,2,0,1,0,0,0,0,2,0,19,NA,1,1,NA,1,10,10,NA,NA,1,"100","85","100","50","100","100","100","85","60","4","4","2","4","10","2","100","100","100","100","85","1","4","4","4","6","3","3","2","1","2","5","5","5","5","5","1","5","5","2","5","5","5","1"
"2959",NA,0.8674,0,0.8479,0,0,0,2,NA,2,1,1,1,NA,1,5,4,2,3,1,2,50,0,39,50,50,50,61,61,50,60,15,1,4,3,5,5,2,3,2,3,3,4,3,5,5,5,5,1,3,5,4,2,4,1,4,3,2,4,7,3,4,3,6,6,4,2,1,1,1,1,2,2,3,2,4,1,3,2,NA,36,5,1,14,10,NA,2,1,0,0,0,0,0,1,3,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"2960",NA,0.9311,0,0.9088,1.1243,0,1.1583,2,NA,2,3,2,NA,NA,NA,NA,4,1,4,1,1,71,NA,70,NA,86,NA,85,85,NA,100,NA,1,1,2,2,2,1,1,1,1,1,3,1,5,4,5,5,1,2,4,7,7,6,1,1,3,7,5,7,1,2,5,6,4,4,4,1,2,2,1,1,4,1,2,3,1,3,1,NA,47,7,5,5,60,NA,1,0,0,0,0,0,1,5,0,3,NA,NA,NA,NA,0,30,30,NA,NA,NA,"100","50","50","50","50","70","70","0","71","1","4","4","4","4","1","85","100","85","85","100","1","4","5","1","4","4","6","4","5","2","6","1","5","4","3","1","4","5","1","5","3","5","4"
"2961",NA,0.5667,0,0.5523,0.5391,0,0.5376,2,NA,4,2,NA,NA,NA,2,NA,NA,2,NA,NA,NA,50,0,51,50,50,50,99,70,52,52,52,2,4,3,4,3,3,4,3,2,2,3,2,5,5,5,5,5,1,5,5,2,NA,1,4,NA,4,6,7,2,4,NA,4,4,4,2,4,6,5,1,1,2,1,3,3,2,NA,2,NA,30,4,6,NA,10,NA,1,NA,NA,NA,NA,NA,NA,5,4,1,0,1,1,NA,11,10,NA,NA,NA,1,"50",".","75",".","70","100",".","40","100","2","1","1","1","8","2","74","100","64","95","33","3","1","1","1","6","4","1","1","3","1","1","1","5","5","5","5","5","5","5","5","5","5","1"
"2962",NA,0.467,0,0.4567,0.4635,0,0.4531,2,NA,2,1,2,NA,NA,1,3,4,1,2,1,2,31,2,85,2,50,1,90,41,50,30,0,1,4,NA,3,3,2,3,3,4,3,3,5,5,5,5,5,1,3,5,3,1,3,1,3,3,6,6,7,1,4,2,4,7,2,2,1,6,6,1,1,4,4,3,1,2,NA,3,NA,45,7,4,13,10,NA,2,1,0,0,0,0,0,1,0,25,NA,3,1,NA,31,12,10,10,10,3,"85","0","70","0","70","71","70","70","70","7","4","2","5","9","2","71","71","71","51","70","4","4","4","4","4","4","4","4","4","4","4","4","5","5","2","1","5","5","2","5","1","5","5"
"2963",NA,0.4423,0,0.432,0.4184,0,0.4002,2,NA,3,2,1,1,NA,1,1,2,4,4,1,3,32,1,2,1,2,1,30,2,2,1,16,1,6,NA,3,3,2,6,4,4,3,4,2,5,5,5,5,1,2,5,1,4,4,1,3,3,7,6,4,2,6,4,7,7,6,4,1,1,1,4,3,4,1,2,3,1,3,1,NA,52,8,4,11,10,NA,2,0,1,0,0,0,0,2,3,1,0,1,2,NA,31,10,10,10,10,1,"1","61","17","30","2","100","85","85","51","3","1","1","5","8","2","99","99","99","51","85","4","5","1","1","1","2","1","1","7","1","4","1","4","4","1","1","1","2","2","2","4","1","4"
"2964",NA,2.3637,0,2.2863,0,0,0,2,NA,3,2,1,2,NA,1,2,4,4,4,4,4,0,70,NA,NA,NA,70,0,0,NA,15,15,1,7,3,4,4,3,2,4,5,3,5,3,2,2,2,3,1,5,4,4,5,7,3,6,3,4,5,2,2,6,6,7,1,4,4,7,2,5,2,1,4,1,2,5,1,1,2,NA,NA,NA,1,9,10,NA,2,1,0,0,0,0,0,1,0,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"2965",NA,0.6115,0,0.5977,0.5958,0,0.5852,2,NA,1,1,1,2,NA,1,2,4,4,4,4,4,0,90,0,0,10,85,0,10,NA,15,60,1,7,NA,3,3,3,1,5,5,4,5,4,2,3,2,2,1,5,3,1,6,6,3,6,2,1,3,1,1,6,5,4,1,7,7,4,1,1,2,1,2,1,2,5,2,NA,2,NA,78,13,1,15,10,NA,2,1,0,0,0,0,0,1,0,21,0,2,1,NA,11,11,11,11,NA,2,"50",".","30","85","0","85","85","100","0","6","3","6","5","2","2","85","50","70","0","85","3","5","2","3","2","6","3","2","5","2","6","2","3","2","3","2","4","1","2","5","2","4","4"
"2966",NA,0.8453,0,0.8254,0.8403,0,0.8066,2,NA,1,1,1,2,NA,1,2,4,4,4,4,4,0,100,1,29,1,100,0,1,NA,0,60,1,7,NA,5,5,5,1,5,5,3,5,5,1,1,2,1,1,5,2,1,7,7,3,7,3,7,5,1,1,6,7,4,2,6,7,4,1,1,1,3,3,1,2,5,1,3,1,NA,59,9,4,9,10,NA,2,1,0,0,1,0,0,6,0,5,1,2,1,NA,11,11,11,11,NA,2,"50","100","1","100","100","100","100","100","1","4","1","7","5","1","2","100","100","100","0","100","4","4","1","2","2","6","2","1","2","1","4","1","1","1","2","1","1","1","1","4","5","1","4"
"2967",NA,0.4614,0,0.4494,0.5031,0,0.502,2,NA,1,1,1,1,NA,1,1,3,2,3,2,4,73,2,52,50,49,51,85,86,17,84,42,1,4,NA,4,1,4,7,2,3,1,3,3,4,5,5,5,1,1,5,2,4,3,1,1,2,4,6,7,1,1,1,1,7,2,1,1,6,5,1,1,3,4,3,3,1,2,2,NA,47,7,1,13,10,NA,1,1,0,0,0,0,0,5,2,16,NA,NA,NA,NA,11,30,NA,NA,NA,NA,"98","52","99","71","72","52","71","86","86","4","1","4","5","3","2","87","99","87","86","86","4","5","4","1","2","5","3","1","2","1","1","6","3","3","1","1","3","2","1","5","1","3","3"
"2968",NA,1.4237,0,1.3764,1.3835,0,1.3806,2,NA,4,2,2,NA,NA,NA,NA,4,4,4,4,4,0,60,NA,NA,NA,NA,0,60,NA,0,85,1,7,2,4,3,3,5,5,5,5,5,1,3,3,3,3,1,5,5,NA,NA,NA,3,99,2,1,5,1,1,NA,NA,4,4,7,2,1,3,1,1,2,4,1,3,3,1,1,2,NA,NA,NA,6,9,10,NA,2,1,0,0,0,0,0,1,NA,4,NA,NA,NA,NA,11,31,NA,NA,NA,NA,".",".","2",".","50","91","51","91","50","2","1","1","5","1","2","51","51","50","6","51","4","4","4","4","4","4","4","4","7","4","7","4","3","4","3","3","4","3","3","5","3","4","5"
"2969",NA,0.4157,0,0.4055,0.4241,0,0.4142,2,NA,3,1,1,1,NA,1,1,4,1,1,2,1,70,0,50,50,100,0,100,0,40,70,15,1,2,NA,2,3,5,1,1,2,1,2,3,5,5,5,5,5,1,5,3,5,1,1,4,3,6,6,7,1,2,1,6,1,1,1,4,NA,6,1,1,4,NA,2,2,1,3,2,NA,66,11,4,13,50,NA,2,1,0,0,0,0,0,1,0,40,0,1,1,NA,11,10,NA,10,NA,1,"85","0","100","15","100","100","100","85","70","4","4","1","4","10","2","100","100","100","40","85","4","4","4","4","4","4","4","4","4","4","4","4","5","5","2","2","5","4","1","5","2","5","4"
